date,time,lat,lon,depth,ML,nstn,dmin,gap,trms,ERH,ERZ,fixed,nph,quality
2018-05-08,16:04:22.13,22.6778,121.3130,37.25,4.25,99,16.00,75,0.40,0.10,0.10,F,336,B
2018-05-12,04:17:46.60,23.8623,121.6870,47.70,4.77,99,14.60,99,0.35,0.20,0.10,F,344,C
2018-05-12,21:18:44.73,24.7342,121.9538,78.76,4.37,99,12.00,88,0.29,0.20,0.10,F,320,B
2018-05-18,00:48:41.61,25.0007,122.2847,142.39,4.41,99,29.00,145,0.33,0.80,0.60,F,207,C
2018-05-19,03:09:06.01,24.9537,122.3245,17.48,4.30,99,33.70,140,0.37,0.20,0.30,F,181,C
2018-05-23,08:30:12.56,23.4267,120.2987,14.18,4.10,99,7.60,32,0.26,0.10,0.10,F,257,B
2018-05-30,02:35:16.07,24.0642,122.4088,24.10,4.06,99,11.20,137,0.48,0.20,0.10,F,226,C
2018-05-31,01:03:18.24,22.8608,121.2258,8.65,4.76,99,11.00,86,0.38,0.20,0.30,F,146,C
2018-05-31,01:03:59.84,22.8072,121.2795,17.04,4.29,20,14.10,213,0.32,0.70,0.50,F,34,D
2018-06-01,17:43:26.48,23.9400,121.4787,18.93,4.34,99,3.20,45,0.31,0.10,0.10,F,230,B
2018-06-02,02:01:10.15,23.8850,121.0485,18.25,4.77,99,13.80,21,0.33,0.10,0.10,F,278,B
2018-06-02,04:57:43.91,24.9107,122.0378,111.19,4.20,99,11.40,115,0.40,0.40,0.30,F,233,C
2018-06-02,11:25:15.52,24.4985,121.9068,60.42,4.29,99,10.70,65,0.31,0.20,0.20,F,230,B
2018-06-06,18:14:56.08,22.8367,121.2145,8.37,4.19,99,11.20,60,0.38,0.10,0.10,F,192,C
2018-06-06,21:19:09.35,22.0903,121.3975,19.24,4.23,99,17.50,157,0.43,0.40,0.60,F,150,C
2018-06-10,07:29:35.08,23.3182,122.0170,32.48,4.18,99,63.50,147,0.33,0.30,0.60,F,219,D
2018-06-11,15:42:05.26,23.9805,121.7483,6.68,4.51,99,13.70,92,0.29,0.20,0.20,F,251,C
2018-06-11,20:52:27.96,23.9805,121.7612,5.09,4.68,99,15.00,110,0.30,0.10,0.20,F,251,C
2018-06-12,20:57:36.52,24.0247,122.2998,23.31,4.04,99,10.80,135,0.35,0.20,0.10,F,257,C
2018-06-13,02:16:13.92,21.2247,120.9792,56.59,4.70,99,81.10,198,0.47,0.90,0.90,F,267,D
2018-06-13,09:49:46.18,23.0828,120.9877,2.45,4.19,99,12.10,33,0.44,0.10,0.20,F,218,C
2018-06-14,00:49:18.67,25.0512,122.5343,151.43,4.12,99,54.60,188,0.34,0.30,0.40,F,223,D
2018-06-15,20:53:55.21,24.6663,121.8367,63.21,5.33,99,6.90,41,0.23,0.10,0.10,F,303,B
2018-06-18,15:06:15.71,24.8113,122.6270,126.35,4.77,99,54.00,174,0.32,0.30,0.20,F,326,D
2018-06-20,19:18:58.90,24.0697,122.2392,34.57,4.80,99,9.70,138,0.34,0.20,0.20,F,258,C
2018-06-22,05:19:58.39,23.2055,120.8278,4.64,4.10,99,6.60,27,0.38,0.10,0.10,F,206,C
2018-06-25,19:07:31.61,24.7513,122.0563,68.15,4.10,99,15.20,72,0.26,0.20,0.10,F,281,B
2018-06-26,21:23:35.67,24.1540,122.2598,45.74,4.36,99,6.90,80,0.29,0.30,0.20,F,280,B
2018-06-27,15:26:40.43,23.0048,121.1723,10.39,4.30,99,11.10,48,0.34,0.10,0.10,F,205,C
2018-06-28,06:30:10.76,22.9953,121.1733,10.59,4.09,99,10.80,65,0.33,0.10,0.20,F,196,C
2018-07-02,07:26:10.04,23.4380,120.4788,12.05,4.57,99,8.00,15,0.22,0.10,0.10,F,251,B
2018-07-02,07:26:25.77,23.4363,120.4818,12.01,4.74,99,8.30,30,0.22,0.10,0.10,F,159,B
2018-07-02,19:36:58.48,23.4405,120.4840,12.21,4.10,99,8.10,18,0.24,0.10,0.10,F,247,B
2018-07-03,09:20:54.11,23.1605,120.9015,1.01,4.84,99,12.90,25,0.33,0.10,0.20,F,266,C
2018-07-03,20:10:16.30,23.0117,121.1813,10.00,4.42,99,10.00,33,0.34,0.10,0.10,F,246,C
2018-07-04,07:45:32.92,23.1320,120.9097,1.59,4.28,99,13.30,34,0.38,0.10,0.30,F,226,C
2018-07-10,13:58:20.62,23.0657,120.9850,3.57,4.17,99,14.10,32,0.36,0.10,0.50,F,190,C
2018-07-11,12:41:49.50,23.0305,120.2143,16.75,4.54,99,2.40,54,0.27,0.10,0.10,F,204,B
2018-07-12,20:18:43.92,24.2958,122.1602,58.43,4.11,99,7.40,75,0.32,0.20,0.20,F,279,B
2018-07-13,01:25:06.54,21.3023,121.8412,159.62,4.12,96,81.90,293,0.34,0.60,0.50,F,163,D
2018-07-13,01:42:16.70,23.8628,121.5508,51.02,4.04,99,6.90,81,0.34,0.20,0.20,F,222,B
2018-07-13,06:31:45.80,22.9912,121.1698,9.14,4.09,99,12.60,40,0.33,0.10,0.20,F,200,C
2018-07-13,16:47:16.37,23.5857,120.7217,17.33,4.18,99,4.70,21,0.24,0.10,0.10,F,256,B
2018-07-13,18:38:39.53,22.9935,121.1668,8.01,4.84,99,12.50,39,0.33,0.10,0.10,F,253,C
2018-07-14,11:46:07.93,24.5595,121.7975,67.38,4.30,99,5.00,39,0.22,0.10,0.10,F,245,B
2018-07-18,03:47:20.39,23.8060,122.5813,39.22,4.07,99,44.10,185,0.28,0.30,0.20,F,163,C
2018-07-19,02:30:45.87,24.6445,122.0472,55.54,4.39,99,19.50,108,0.34,0.30,0.20,F,216,C
2018-07-20,01:39:15.62,20.7808,121.5078,99.83,5.68,99,135.40,223,0.44,1.20,1.30,F,239,D
2018-07-23,07:45:43.03,22.1075,121.1705,48.64,4.25,99,35.50,144,0.26,0.10,0.20,F,195,C
2018-07-24,18:39:22.67,22.3940,120.4472,30.60,4.02,99,9.60,100,0.30,0.20,0.20,F,173,C
2018-07-25,00:31:44.01,24.8982,121.9217,107.15,4.30,99,6.50,81,0.33,0.80,0.60,F,199,A
2018-08-02,13:38:18.46,23.6375,120.6960,13.14,4.86,99,13.80,23,0.28,0.10,0.10,F,255,B
2018-08-04,01:49:20.18,24.6587,121.7853,76.44,4.18,99,7.60,62,0.24,0.20,0.20,F,222,B
2018-08-04,11:53:27.37,22.9943,120.0270,20.30,4.03,99,18.00,130,0.39,0.20,0.10,F,213,C
2018-08-05,21:30:22.69,24.5978,122.6495,97.44,4.66,99,38.70,121,0.28,0.20,0.20,F,268,B
2018-08-07,05:37:59.69,24.5828,122.2433,79.46,4.03,99,21.50,115,0.35,0.30,0.20,F,251,C
2018-08-09,14:29:16.86,24.8967,122.2608,111.01,4.05,99,29.40,151,0.30,0.20,0.20,F,268,C
2018-08-11,02:24:20.73,22.3058,121.5547,116.20,4.25,99,29.70,143,0.49,0.90,0.90,F,216,C
2018-08-17,10:09:42.53,24.0125,121.0122,18.75,4.92,99,5.60,18,0.30,0.10,0.10,F,290,B
2018-08-17,10:14:59.60,24.0130,121.0093,18.19,4.27,99,8.70,17,0.33,0.10,0.10,F,284,B
2018-08-18,00:15:17.26,24.0147,121.0013,17.99,5.21,99,4.50,17,0.32,0.10,0.10,F,310,B
2018-08-18,01:01:25.77,24.0078,120.9970,17.79,4.26,99,4.10,17,0.27,0.10,0.10,F,268,B
2018-08-22,20:30:16.08,22.8770,121.5723,18.70,4.26,99,24.90,127,0.32,0.10,0.10,F,260,C
2018-08-29,19:53:23.65,24.8160,122.4088,15.16,4.50,99,46.90,134,0.35,0.20,0.20,F,220,C
2018-08-30,20:14:24.15,24.7218,122.3125,100.45,4.66,99,38.30,139,0.26,0.20,0.20,F,280,C
2018-09-01,18:13:33.23,24.0243,122.7472,44.40,4.22,99,45.10,184,0.43,0.40,0.60,F,328,D
2018-09-03,05:59:49.20,24.0903,121.5360,19.67,4.46,99,7.10,53,0.28,0.10,0.10,F,258,B
2018-09-03,16:37:10.57,24.8312,121.9960,89.84,4.11,99,5.40,82,0.23,0.20,0.10,F,292,B
2018-09-04,17:53:10.42,23.5073,122.0452,32.79,4.33,99,55.40,141,0.30,0.30,0.50,F,280,D
2018-09-08,06:50:39.53,24.3118,121.7192,26.79,4.42,99,2.80,70,0.23,0.10,0.10,F,259,B
2018-09-09,13:16:34.61,23.9308,121.6103,44.52,4.62,99,3.10,91,0.29,0.20,0.20,F,282,B
2018-09-11,04:43:26.61,23.8740,121.5215,10.31,4.57,99,8.80,83,0.34,0.10,0.10,F,259,B
2018-09-11,16:05:56.57,21.9770,121.9563,38.24,4.33,99,38.30,209,0.34,0.40,0.30,F,215,D
2018-09-11,21:20:15.04,24.0448,122.2583,44.65,4.67,99,10.30,140,0.33,0.20,0.20,F,290,C
2018-09-17,20:08:17.81,24.0155,121.0157,18.53,4.48,99,9.30,13,0.24,0.10,0.10,F,250,B
2018-09-20,21:55:00.15,24.0778,122.4800,29.04,4.07,99,17.20,143,0.42,0.20,0.10,F,247,C
2018-09-21,15:21:22.63,24.1370,122.4663,40.50,4.27,99,15.20,125,0.31,0.10,0.10,F,274,C
2018-09-30,08:27:49.45,23.6210,121.6093,31.11,4.11,99,11.50,111,0.30,0.20,0.10,F,227,C
2018-10-04,06:17:29.28,22.1203,120.4748,36.48,4.65,99,27.30,189,0.31,0.10,0.10,F,248,D
2018-10-05,19:10:49.29,21.1410,121.9477,158.66,5.05,99,102.50,294,0.48,0.80,0.50,F,192,D
2018-10-09,08:12:58.70,22.9163,121.3750,24.77,4.63,99,9.40,106,0.34,0.10,0.10,F,222,C
2018-10-10,01:48:17.15,24.5490,122.8200,74.64,4.00,99,66.30,245,0.33,0.40,0.30,F,207,D
2018-10-10,09:43:11.56,24.9050,122.0423,14.49,4.55,99,12.20,163,0.32,0.20,0.20,F,175,C
2018-10-16,10:21:45.91,25.4703,122.5605,259.87,4.24,99,51.40,145,0.44,2.00,0.90,F,158,D
2018-10-20,23:10:42.37,24.0810,121.4102,62.97,4.36,99,6.60,34,0.31,0.20,0.20,F,247,B
2018-10-23,04:34:58.22,24.0025,122.6240,31.19,6.11,99,33.80,123,0.33,0.20,0.10,F,236,C
2018-10-23,16:04:04.21,23.9932,122.6308,30.10,5.90,99,35.00,164,0.40,0.20,0.20,F,293,C
2018-10-26,11:33:51.32,23.4950,122.0023,30.38,4.34,99,52.10,131,0.36,0.30,0.60,F,244,C
2018-10-31,00:11:28.10,23.7505,121.4015,22.18,4.27,99,4.00,54,0.35,0.10,0.10,F,246,B
2018-11-01,00:14:49.36,21.5928,120.6590,54.90,4.24,99,39.60,247,0.39,0.30,0.10,F,200,D
2018-11-01,17:32:46.64,23.5702,121.6370,47.07,4.01,99,17.80,114,0.29,0.20,0.20,F,273,B
2018-11-04,07:05:50.01,24.0227,122.6890,32.32,4.03,99,39.40,131,0.43,0.10,0.10,F,262,C
2018-11-06,04:55:59.19,22.9277,122.7882,67.95,4.34,99,137.60,182,0.47,0.50,1.30,F,208,D
2018-11-06,14:34:27.33,24.1017,122.4483,28.11,4.22,99,13.50,138,0.45,0.20,0.10,F,249,C
2018-11-07,15:46:04.68,24.4518,122.8572,93.83,4.01,99,14.90,117,0.29,0.20,0.10,F,227,B
2018-11-07,21:05:11.71,22.7773,122.5707,49.20,5.32,99,113.20,234,0.44,0.40,0.70,F,292,D
2018-11-08,21:28:06.76,24.0120,122.6822,32.89,4.52,99,39.10,122,0.34,0.30,0.20,F,260,C
2018-11-10,01:51:19.84,23.3555,120.2193,7.20,4.42,99,1.00,50,0.29,0.10,0.10,F,268,B
2018-11-16,00:34:19.78,24.3102,122.6863,69.13,4.95,99,36.60,152,0.30,0.20,0.10,F,278,C
2018-11-16,02:01:35.14,24.7885,121.8142,82.30,4.47,99,6.50,35,0.25,0.20,0.20,F,255,B
2018-11-19,06:19:01.72,23.9507,122.4677,27.20,5.03,99,24.30,153,0.35,0.20,0.20,F,237,C
2018-11-19,14:40:15.22,24.3493,121.9373,25.55,4.50,99,19.40,69,0.29,0.10,0.10,F,246,B
2018-11-19,16:31:34.31,24.4098,121.9195,39.15,4.73,99,14.90,69,0.22,0.20,0.10,F,209,B
2018-11-21,01:32:16.41,24.4180,121.9060,38.06,4.27,99,13.30,68,0.27,0.10,0.10,F,222,B
2018-11-25,23:57:23.40,23.3840,118.5237,12.31,6.21,99,94.70,183,0.45,0.90,1.10,F,269,D
2018-11-26,00:15:16.58,23.3393,118.5727,13.60,4.71,99,88.80,165,0.49,0.80,1.00,F,223,D
2018-11-26,12:50:58.18,23.3627,118.6013,27.39,4.90,99,86.10,88,0.38,0.30,0.70,F,211,D
2018-11-26,13:24:02.51,23.3778,118.6060,4.88,4.66,99,86.30,179,0.52,0.80,0.80,F,217,D
2018-11-27,10:29:35.51,23.3708,118.6233,13.72,4.95,99,84.40,161,0.46,0.60,0.90,F,252,D
2018-11-27,11:25:49.88,24.6980,121.8345,83.60,4.02,99,10.30,56,0.28,0.20,0.20,F,200,B
2018-12-01,12:13:22.48,23.4802,122.1332,41.77,4.05,99,64.90,150,0.32,0.30,0.60,F,237,D
2018-12-08,16:07:07.79,23.6190,120.7147,15.77,4.21,99,4.50,19,0.28,0.10,0.10,F,276,B
2018-12-09,15:15:41.33,24.0518,121.5170,19.68,5.16,99,9.50,30,0.29,0.10,0.10,F,278,B
2018-12-10,10:58:07.71,23.0623,121.3382,18.75,4.61,99,5.30,112,0.31,0.10,0.10,F,250,C
2018-12-12,13:24:23.76,23.9062,121.5233,12.37,5.09,99,7.30,73,0.31,0.10,0.10,F,281,B
2018-12-15,10:49:37.21,21.2145,119.9637,69.52,4.03,99,118.70,261,0.51,0.70,0.90,F,244,D
2018-12-15,21:21:05.48,23.7340,121.9102,32.87,5.80,99,35.90,128,0.27,0.30,0.20,F,268,B
2018-12-17,02:24:20.03,23.7315,121.9010,34.76,4.27,99,35.00,128,0.29,0.20,0.20,F,256,B
2018-12-21,13:27:46.44,24.5475,122.2085,9.36,4.23,99,16.40,119,0.43,0.20,0.30,F,225,C
2018-12-22,14:47:18.86,23.9562,121.7213,51.51,4.44,99,11.20,102,0.29,0.20,0.20,F,259,B
2018-12-23,02:54:43.15,24.4540,121.7045,32.34,4.04,99,5.50,40,0.28,0.10,0.10,F,223,B
2018-12-25,03:43:15.87,23.2042,121.5300,36.07,4.21,99,13.80,109,0.30,0.20,0.20,F,240,B
2018-12-25,03:56:44.35,22.5883,120.7992,5.77,4.56,99,16.70,37,0.29,0.10,0.20,F,212,C
2018-12-26,07:33:18.70,24.5685,122.7432,95.37,4.39,99,28.60,175,0.28,0.20,0.20,F,231,C
2018-12-29,13:44:57.59,23.6205,120.7218,15.42,4.16,99,15.50,13,0.27,0.10,0.10,F,280,B
2019-01-02,06:58:21.06,22.1127,121.1005,17.53,4.05,99,28.90,157,0.29,0.10,0.30,F,162,C
2019-01-03,18:02:48.75,22.8953,120.9718,4.79,4.94,99,14.00,32,0.39,0.10,0.20,F,261,C
2019-01-03,22:59:20.53,22.8880,120.9567,4.90,4.47,99,14.80,32,0.35,0.10,0.20,F,232,C
2019-01-05,23:50:54.77,24.4508,122.8063,62.86,4.32,99,20.10,122,0.25,0.30,0.20,F,166,B
2019-01-07,22:19:42.63,22.7925,121.3572,13.25,4.28,99,17.50,80,0.31,0.10,0.10,F,252,C
2019-01-08,12:16:46.27,23.2440,121.5333,34.03,5.49,99,11.60,117,0.30,0.20,0.10,F,289,B
2019-01-13,18:28:26.63,22.9332,121.2057,28.54,4.36,99,8.30,50,0.38,0.10,0.20,F,242,B
2019-01-15,20:28:43.47,24.4532,121.8087,7.60,4.04,99,3.20,73,0.31,0.10,0.10,F,230,B
2019-01-16,12:52:48.96,23.3568,121.6677,31.22,4.02,99,22.50,130,0.28,0.30,0.20,F,246,B
2019-01-19,13:15:05.40,24.0685,122.3987,25.08,4.02,99,10.10,136,0.39,0.20,0.10,F,178,C
2019-01-22,03:19:26.66,22.2278,121.3925,21.48,5.07,99,27.10,110,0.35,0.20,0.40,F,294,C
2019-01-25,15:48:36.75,21.5577,120.0832,68.34,4.15,99,81.70,182,0.35,0.30,0.40,F,311,D
2019-01-30,05:21:35.85,23.7442,122.3928,39.68,5.96,99,42.50,127,0.34,0.20,0.20,F,344,C
2019-01-30,15:14:53.79,21.8103,120.5828,46.43,5.19,99,27.20,233,0.31,0.20,0.10,F,246,D
2019-01-30,22:14:03.18,24.4002,121.8562,24.57,4.07,99,9.40,68,0.49,0.20,0.10,F,240,B
2019-01-31,15:26:44.67,24.5467,122.1960,12.07,4.07,99,15.70,84,0.33,0.20,0.30,F,253,C
2019-02-05,11:32:31.43,24.3393,121.9158,35.73,4.53,99,17.30,68,0.27,0.10,0.10,F,269,B
2019-02-07,05:58:48.20,24.1343,122.4938,56.45,4.06,99,18.00,155,0.35,0.20,0.10,F,239,C
2019-02-07,16:52:04.83,23.2605,120.6057,13.71,5.07,99,2.50,18,0.31,0.10,0.10,F,279,B
2019-02-09,20:12:57.17,25.1333,121.5407,7.71,4.04,99,3.20,29,0.34,0.20,0.10,F,209,B
2019-02-11,10:57:39.69,23.1498,120.9187,1.27,4.06,99,11.70,20,0.49,0.30,0.80,F,250,C
2019-02-12,16:38:59.93,24.8955,122.6840,33.59,4.45,99,57.40,114,0.46,0.30,0.50,F,220,C
2019-02-12,18:23:02.06,23.7468,121.5752,5.36,4.39,99,4.70,113,0.32,0.10,0.10,F,279,C
2019-02-15,14:08:07.11,23.7977,121.7483,45.60,5.17,99,18.90,120,0.26,0.20,0.20,F,290,B
2019-02-15,14:44:30.74,24.7717,122.6602,102.53,4.47,99,48.50,172,0.27,0.20,0.20,F,234,C
2019-02-17,10:22:29.24,23.1232,120.4475,14.64,4.21,99,10.00,30,0.28,0.10,0.10,F,268,B
2019-02-26,14:37:20.81,23.5418,122.4337,35.80,4.13,99,65.30,145,0.34,0.20,0.50,F,323,D
2019-03-02,20:34:27.05,21.0805,121.4637,95.67,4.75,99,102.70,283,0.48,0.40,0.40,F,334,D
2019-03-06,01:33:29.46,24.7608,121.7862,86.65,4.17,99,3.10,33,0.26,0.20,0.20,F,233,B
2019-03-07,03:49:02.15,21.0647,120.0745,12.78,4.49,99,122.90,260,0.33,1.50,1.50,F,162,D
2019-03-07,15:27:00.72,23.9688,121.6085,38.30,4.03,99,0.90,91,0.29,0.20,0.20,F,258,B
2019-03-08,02:32:14.45,22.4375,121.3977,24.08,5.36,99,27.10,109,0.36,0.20,0.20,F,270,C
2019-03-08,02:54:59.93,22.4022,121.3868,20.10,4.14,99,31.20,106,0.41,0.20,0.40,F,233,C
2019-03-08,02:55:18.27,22.4188,121.4240,28.35,4.17,21,28.60,135,0.37,0.50,1.20,F,38,C
2019-03-09,10:32:11.74,25.3152,122.3622,265.16,4.83,99,45.00,209,0.28,0.60,0.20,F,188,C
2019-03-09,17:27:29.70,23.9282,121.4513,19.84,4.06,99,5.90,51,0.29,0.10,0.20,F,247,B
2019-03-11,15:51:50.40,23.4242,121.7172,28.27,4.13,99,29.60,137,0.30,0.30,0.20,F,259,C
2019-03-12,03:53:39.40,22.9168,120.6177,10.78,4.20,99,13.10,35,0.38,0.10,0.10,F,236,C
2019-03-12,20:19:15.39,25.0177,121.8555,138.00,5.39,99,5.90,76,0.30,0.30,0.20,F,285,B
2019-03-13,04:32:34.97,23.5950,121.5887,35.91,5.42,99,13.20,109,0.32,0.20,0.10,F,284,C
2019-03-13,10:59:49.80,23.9920,122.6758,30.76,4.13,99,39.20,170,0.46,0.20,0.10,F,234,C
2019-03-13,21:07:22.67,23.0562,121.3542,17.73,4.77,99,5.00,108,0.40,0.20,0.10,F,232,C
2019-03-16,00:45:51.96,23.2187,121.3890,18.92,4.62,99,3.10,91,0.31,0.20,0.10,F,226,C
2019-03-17,12:44:22.85,24.4387,121.9107,24.53,4.25,99,13.50,69,0.26,0.10,0.10,F,215,B
2019-03-19,04:01:34.37,24.7507,121.9343,83.17,4.91,99,10.20,89,0.23,0.20,0.20,F,251,B
2019-03-22,12:05:48.89,24.4878,122.4547,88.75,4.94,99,31.70,118,0.32,0.30,0.20,F,291,C
2019-03-24,07:56:50.26,24.6987,122.4340,109.26,4.76,99,43.80,146,0.31,0.40,0.30,F,261,C
2019-03-25,02:43:21.75,23.5202,121.7062,16.42,4.06,99,26.40,131,0.31,0.20,0.20,F,240,C
2019-03-27,14:19:18.39,25.3008,122.3108,234.25,4.38,99,43.00,106,0.37,1.10,0.50,F,309,B
2019-03-30,16:07:08.78,24.5313,121.5925,66.29,4.02,99,6.70,28,0.27,0.20,0.20,F,265,B
2019-04-01,02:54:35.62,24.9340,122.2407,128.64,5.12,99,26.00,149,0.32,0.30,0.20,F,302,C
2019-04-02,02:27:09.15,21.1000,122.3103,48.53,4.74,99,124.80,290,0.50,0.50,1.20,F,187,D
2019-04-03,01:52:55.39,22.9373,120.8683,4.87,5.95,99,25.40,21,0.51,0.30,0.30,F,288,C
2019-04-03,01:53:28.50,22.9848,120.8178,11.61,4.28,19,20.20,52,0.36,0.20,0.40,F,32,C
2019-04-04,01:50:52.87,22.9722,120.8545,2.19,4.05,99,22.80,34,0.41,0.10,0.20,F,234,C
2019-04-04,01:54:31.53,22.9710,120.8442,4.00,4.13,99,22.50,28,0.41,0.10,0.30,F,232,C
2019-04-04,01:56:55.14,22.9827,120.8630,3.48,5.51,99,22.10,34,0.43,0.10,0.30,F,289,C
2019-04-04,02:27:14.28,22.9708,120.8490,3.08,4.15,99,22.70,34,0.41,0.10,0.30,F,237,C
2019-04-04,12:56:50.06,23.7110,121.5772,31.48,4.68,99,3.00,102,0.28,0.10,0.10,F,297,B
2019-04-05,10:49:34.63,22.1177,121.3990,75.31,4.05,99,18.60,126,0.39,0.20,0.20,F,210,C
2019-04-05,21:24:55.24,22.8230,120.6858,16.92,4.56,99,13.70,21,0.35,0.10,0.10,F,270,B
2019-04-08,06:58:09.79,21.9968,121.5123,17.64,4.84,99,6.50,191,0.41,0.20,0.10,F,231,D
2019-04-08,13:27:08.64,24.1780,121.8955,25.21,4.10,99,20.70,85,0.31,0.20,0.20,F,253,B
2019-04-09,15:13:21.89,23.9835,121.5677,11.65,5.12,99,4.80,60,0.34,0.10,0.10,F,277,B
2019-04-09,20:24:13.58,23.9662,121.5573,10.25,4.87,99,5.80,53,0.33,0.10,0.10,F,267,B
2019-04-09,22:57:52.35,24.1873,121.8787,25.67,5.03,99,18.80,84,0.32,0.10,0.10,F,284,B
2019-04-11,09:23:51.22,24.7777,121.9247,87.84,4.19,99,7.40,90,0.29,0.30,0.20,F,234,B
2019-04-12,11:51:30.80,23.8165,122.7867,23.99,4.21,9,58.40,186,0.21,2.80,2.30,F,10,D
2019-04-15,15:26:22.97,24.0452,121.5200,20.03,4.22,99,9.20,39,0.30,0.10,0.10,F,276,B
2019-04-18,05:01:07.11,24.0543,121.5592,20.33,6.32,99,5.50,63,0.33,0.20,0.10,F,321,B
2019-04-18,05:17:26.63,24.0815,121.5298,20.62,4.23,99,7.60,42,0.40,0.10,0.10,F,346,B
2019-04-21,08:09:48.40,24.7505,121.8187,10.01,4.00,99,6.50,53,0.41,0.10,0.10,F,221,B
2019-04-24,09:06:09.88,24.1187,122.2752,50.71,4.32,99,4.30,110,0.32,0.30,0.30,F,254,C
2019-04-25,20:51:43.04,23.5470,121.5315,29.87,4.29,99,12.50,106,0.30,0.20,0.20,F,215,C
2019-04-29,02:22:43.95,24.6240,122.5792,95.94,4.11,99,46.40,163,0.34,0.30,0.30,F,240,C
2019-05-01,03:17:58.70,23.7870,121.4325,18.52,4.21,99,2.90,38,0.33,0.10,0.10,F,235,B
2019-05-02,10:44:43.05,24.4862,121.9417,41.15,4.92,99,14.10,90,0.27,0.20,0.10,F,279,B
2019-05-02,21:47:43.54,24.8270,121.9157,100.90,4.37,99,3.30,47,0.25,0.20,0.20,F,323,B
2019-05-04,11:51:23.95,21.6928,119.8773,64.21,4.59,99,89.30,230,0.40,0.30,0.60,F,257,D
2019-05-08,15:48:47.35,24.8217,122.4900,122.72,5.10,99,54.10,239,0.30,0.40,0.20,F,274,C
2019-05-08,23:01:01.95,21.9698,119.9462,57.77,4.07,99,60.30,145,0.43,0.20,0.20,F,303,D
2019-05-13,08:55:21.39,24.7522,121.9005,87.98,5.20,99,10.90,71,0.27,0.20,0.10,F,284,B
2019-05-14,11:45:19.79,24.3795,122.0252,23.95,4.14,99,21.40,80,0.34,0.30,0.30,F,287,A
2019-05-15,10:16:59.79,23.7653,121.9685,25.72,4.02,99,40.40,129,0.33,0.20,0.30,F,273,C
2019-05-17,15:37:37.15,23.4863,121.4752,41.67,4.07,99,5.30,97,0.34,0.20,0.20,F,260,C
2019-05-18,16:38:34.36,24.0323,122.1910,22.52,4.76,99,16.10,139,0.39,0.20,0.20,F,265,C
