date,time,lat,lon,depth,ML,nstn,dmin,gap,trms,ERH,ERZ,fixed,nph,quality
2023-12-09,6:19:25,24.499,122.6842,96.57,5.37,99,32.5,100,0.25,0.2,0.2,F,371,B
2023-12-10,9:18:21,23.3072,121.5742,39.61,4.15,99,12.6,95,0.32,0.1,0.1,F,339,C
2023-12-12,19:01:37,23.7603,121.5132,8.45,4.07,99,5.9,71,0.31,0.1,0.1,F,274,B
2023-12-16,14:58:20,24.741,122.975,101.42,4.02,99,30.3,233,0.35,0.2,0.1,F,230,D
2023-12-19,3:37:58,23.7587,122.0598,43.07,4.41,99,47.8,106,0.33,0.2,0.2,F,310,C
2023-12-19,7:01:29,25.1977,122.3287,181.01,5.17,99,47.3,174,0.36,0.4,0.3,F,301,C
2023-12-22,2:02:08,24.9417,122.2002,16.47,4.29,99,28.2,122,0.29,0.3,0.3,F,115,B
2023-12-22,2:02:13,24.9602,122.1405,17.45,4.61,99,23.8,97,0.3,0.2,0.1,F,202,C
2023-12-23,2:32:34,24.2717,122.1405,55.11,4.7,99,9.4,71,0.31,0.3,0.2,F,270,B
2023-12-23,21:07:52,22.6458,121.3032,18.95,4.53,99,17.3,44,0.3,0.2,0.2,F,238,B
2023-12-23,21:21:18,22.6452,121.3077,19.15,4.67,99,16.8,68,0.25,0.1,0.2,F,252,B
2023-12-24,9:19:17,22.6363,121.323,20.97,4.44,99,15.5,48,0.36,0.1,0.1,F,225,B
2023-12-24,13:22:12,24.91,122.6848,15.03,4.6,99,59.1,183,0.44,0.7,1.3,F,150,D
2023-12-24,13:27:24,24.9343,122.6788,11.91,4.19,99,61.3,172,0.45,0.3,0.7,F,121,D
2023-12-24,13:37:44,24.8972,122.8662,44.12,4.1,86,49.5,230,0.46,0.6,0.7,F,129,D
2023-12-30,21:57:10,24.6018,121.8392,49.29,4.6,99,2.2,33,0.3,0.1,0.1,F,336,B
2024-01-01,18:59:17,24.0763,122.4003,25.2,4.5,99,9.8,132,0.38,0.1,0.1,F,308,C
2024-01-02,15:05:58,23.2363,121.5708,39.93,4.42,99,15.1,87,0.37,0.2,0.2,F,321,B
2024-01-03,1:43:33,23.62,121.5147,23.07,4.58,99,10.3,82,0.33,0.1,0.1,F,306,B
2024-01-05,16:58:07,24.6435,122.8605,85.83,5.42,99,74.9,108,0.3,0.3,0.3,F,375,C
2024-01-06,2:22:21,23.9472,121.949,39.42,4.13,99,34.2,103,0.4,0.2,0.2,F,291,C
2024-01-06,5:57:51,21.2172,120.0247,84.69,4.35,99,78,239,0.48,0.5,0.5,F,203,D
2024-01-07,19:04:02,24.3367,122.3747,71.13,4.35,99,15.5,205,0.34,0.2,0.1,F,344,D
2024-01-09,15:37:53,23.791,122.529,24.83,4.1,99,42.5,211,0.45,0.3,0.2,F,298,D
2024-01-10,7:44:26,23.869,121.6383,40.6,4.28,99,5.3,76,0.35,0.2,0.2,F,294,B
2024-01-10,13:02:19,23.8693,121.6275,41.15,4.26,99,4.6,77,0.34,0.2,0.2,F,301,B
2024-01-10,21:50:20,23.8773,121.6325,42.64,4.05,99,4.3,78,0.35,0.2,0.1,F,276,B
2024-01-16,7:12:31,21.6118,121.0357,46.02,4.82,99,37,155,0.31,0.3,0.2,F,188,C
2024-01-18,1:20:59,22.8462,121.2772,17.9,4.14,99,14.2,75,0.4,0.1,0.1,F,193,B
2024-01-18,7:27:37,24.2585,122.1113,62.36,4.07,99,12.6,79,0.34,0.4,0.4,F,186,B
2024-01-19,18:01:41,23.9005,121.6082,10.88,4.16,99,0.7,80,0.37,0.2,0.1,F,280,B
2024-01-21,22:57:15,24.0522,122.3697,24.55,4.55,99,9.3,214,0.41,0.2,0.1,F,287,D
2024-01-21,23:32:29,23.1788,119.2622,15.34,4.03,99,17.4,145,0.42,0.2,0.1,F,246,C
2024-01-23,20:24:01,24.822,122.353,116.01,4.05,99,41.6,206,0.35,0.4,0.3,F,268,D
2024-01-27,12:43:59,24.4035,122.6132,78.18,4.29,99,40.8,219,0.28,0.2,0.1,F,312,C
2024-01-28,18:11:23,23.6488,121.2793,6.88,5.38,99,15.2,54,0.36,0.1,0.4,F,342,C
2024-01-28,18:11:40,23.6367,121.2993,10,4.2,16,13.6,88,0.42,1.3,1.9,X,23,B
2024-01-28,18:11:56,23.638,121.275,6.6,5.13,99,15.8,74,0.44,0.2,0.5,F,258,C
2024-01-28,18:52:53,23.6297,121.2938,7.18,4.24,99,14.3,63,0.33,0.1,0.4,F,294,C
2024-01-28,20:42:44,23.6365,121.3018,7.98,4.01,99,13.3,62,0.34,0.1,0.3,F,279,C
2024-01-31,12:25:59,24.6767,121.7892,74.71,4.33,99,8.8,76,0.28,0.1,0.1,F,340,B
2024-02-01,1:16:18,23.6398,121.3055,10.19,4.06,99,12.8,64,0.37,0.1,0.2,F,281,C
2024-02-02,10:10:27,23.456,120.2833,16.03,4.74,99,1.1,30,0.26,0.1,0.1,F,347,B
2024-02-04,5:45:51,24.3438,121.9287,32.39,4.2,99,18.7,64,0.27,0.1,0.1,F,285,B
2024-02-04,13:42:32,23.3193,120.4315,11.53,4,99,4.1,28,0.28,0.1,0.1,F,275,B
2024-02-04,16:59:19,24.9732,122.261,19.58,4.22,99,27,192,0.31,0.3,0.2,F,201,D
2024-02-05,0:59:43,23.6532,121.2732,7.85,4.22,99,15.8,61,0.39,0.1,0.2,F,315,C
2024-02-07,5:42:13,24.8953,122.3552,16.51,4.33,99,38.4,189,0.33,0.2,0.2,F,301,D
2024-02-10,3:36:44,21.9637,122.58,33.06,4.63,99,48.4,253,0.53,0.3,0.2,F,278,D
2024-02-11,19:37:45,24.906,122.401,17.04,4.09,99,42.5,223,0.33,0.1,0.2,F,235,D
2024-02-12,23:58:09,23.668,121.2792,8.21,4.51,99,12.2,58,0.4,0.1,0.3,F,313,C
2024-02-19,6:45:36,24.8027,122.5067,119.2,4.5,99,56.5,98,0.31,0.3,0.3,F,325,C
2024-02-20,0:00:59,25.4163,122.1618,281.86,4.37,91,45.9,151,0.33,1.8,0.7,F,162,C
2024-02-20,13:56:28,23.7073,123.3225,51.08,5.46,99,112.4,156,0.42,0.4,0.8,F,358,D
2024-02-20,14:18:18,23.9805,122.4278,25.57,5.11,99,19.2,119,0.31,0.2,0.1,F,330,C
2024-02-20,14:57:32,23.7213,123.2543,58.93,5.7,99,105.4,139,0.4,0.4,0.6,F,342,D
2024-02-20,16:08:37,23.9978,122.439,26.68,5,99,18.4,128,0.29,0.3,0.1,F,287,B
2024-02-23,2:46:32,24.0077,122.4637,25.69,4.16,99,19.5,136,0.39,0.3,0.1,F,273,C
2024-02-23,16:15:17,24.5743,122.8437,85.97,4.06,99,69.7,255,0.35,0.3,0.3,F,281,D
2024-02-24,4:37:09,23.6352,121.5765,22.37,5.03,99,8.6,61,0.3,0.1,0.1,F,328,B
2024-02-25,8:16:39,24.8218,121.9987,8.23,4.02,99,6,148,0.3,0.2,0.1,F,182,C
2024-02-25,9:02:44,24.9593,122.224,16.3,4.28,99,23.6,105,0.29,0.3,0.2,F,196,B
2024-02-25,13:48:32,24.8068,122.0317,7.62,5.18,99,9.8,81,0.26,0.1,0.1,F,285,B
2024-02-26,5:34:18,23.0377,121.3457,19.76,4.28,99,7.2,99,0.37,0.1,0.1,F,240,C
2024-02-26,5:55:23,24.957,122.2333,16.73,4.67,99,24.6,187,0.29,0.2,0.2,F,230,C
2024-02-26,5:57:26,24.9675,122.2428,17.85,4.34,99,25.3,184,0.3,0.2,0.2,F,205,C
2024-02-26,23:19:29,24.8155,122.0212,7.74,4.03,99,8.4,163,0.3,0.2,0.1,F,184,C
2024-02-29,5:26:28,23.4577,120.2798,16.8,5.09,99,1.4,37,0.29,0.1,0.1,F,349,B
2024-03-02,0:08:30,21.1415,121.9787,169.96,4.95,99,63.4,285,0.42,0.5,0.3,F,219,D
2024-03-02,10:07:28,24.662,121.9472,58.24,4.1,99,10.7,123,0.33,0.2,0.2,F,280,C
2024-03-05,7:43:16,23.4652,121.3025,12.21,4.06,99,5,61,0.37,0.1,0.1,F,256,B
2024-03-07,15:27:11,24.7802,122.9918,123.93,4.23,99,94.3,259,0.35,0.3,0.2,F,267,D
2024-03-07,20:25:44,24.6355,122.0673,55.46,4.23,99,21.3,162,0.29,0.2,0.1,F,307,C
2024-03-08,18:58:06,21.2482,121.2358,59.33,4.56,93,41.4,263,0.42,0.3,0.2,F,109,D
2024-03-08,21:56:45,21.2297,121.274,62.8,4.22,99,40.4,264,0.41,0.2,0.1,F,193,D
2024-03-09,0:02:40,21.2303,121.2683,62.3,4,47,40.7,266,0.46,0.4,0.3,F,55,D
2024-03-11,10:54:17,23.1897,121.4233,24.44,4.75,99,11.4,103,0.33,0.2,0.1,F,288,C
2024-03-13,13:36:54,24.3867,121.9415,27.53,4.7,99,17.8,67,0.26,0.1,0.1,F,321,B
2024-03-13,13:52:39,24.3987,121.8937,25.85,4.17,99,12.8,76,0.45,0.2,0.1,F,233,B
2024-03-13,14:26:01,24.397,121.9203,27.38,4.32,99,15.4,77,0.4,0.2,0.1,F,294,B
2024-03-15,18:40:42,25.4508,122.9183,237.05,4.06,99,87.2,255,0.36,1.1,0.7,F,177,D
2024-03-16,10:45:53,23.196,121.4693,42.43,4.69,99,13.5,71,0.34,0.2,0.1,F,372,B
2024-03-17,7:31:40,24.8403,122.0423,101.98,4.62,99,10,152,0.3,0.2,0.2,F,327,C
2024-03-19,11:20:30,23.8215,121.772,18.93,5.06,99,19.6,88,0.37,0.2,0.1,F,345,C
2024-03-19,22:11:23,21.1617,121.8718,174.32,4.06,49,53.9,285,0.36,0.9,0.6,F,68,D
2024-03-21,10:49:53,24.077,121.5252,21.31,5.36,99,8.1,40,0.3,0.1,0.1,F,353,B
2024-03-25,10:13:36,23.9857,121.6185,43.03,4.84,99,1.3,71,0.34,0.2,0.1,F,387,B
